date,lost0.01_atr0.1,lost0.01_atr0.2,lost0.01_atr0.3,lost0.01_atr0.4,lost0.01_atr0.5,lost0.01_atr0.6,lost0.01_atr0.7,lost0.01_atr0.8,lost0.01_atr0.9,lost0.01_atr1.0,lost0.01_atr1.1,lost0.01_atr1.2,lost0.01_atr1.3,lost0.01_atr1.4,lost0.01_atr1.5,lost0.01_atr1.6,lost0.01_atr1.7,lost0.01_atr1.8,lost0.01_atr1.9,lost0.02_atr0.1,lost0.02_atr0.2,lost0.02_atr0.3,lost0.02_atr0.4,lost0.02_atr0.5,lost0.02_atr0.6,lost0.02_atr0.7,lost0.02_atr0.8,lost0.02_atr0.9,lost0.02_atr1.0,lost0.02_atr1.1,lost0.02_atr1.2,lost0.02_atr1.3,lost0.02_atr1.4,lost0.02_atr1.5,lost0.02_atr1.6,lost0.02_atr1.7,lost0.02_atr1.8,lost0.02_atr1.9,lost0.03_atr0.1,lost0.03_atr0.2,lost0.03_atr0.3,lost0.03_atr0.4,lost0.03_atr0.5,lost0.03_atr0.6,lost0.03_atr0.7,lost0.03_atr0.8,lost0.03_atr0.9,lost0.03_atr1.0,lost0.03_atr1.1,lost0.03_atr1.2,lost0.03_atr1.3,lost0.03_atr1.4,lost0.03_atr1.5,lost0.03_atr1.6,lost0.03_atr1.7,lost0.03_atr1.8,lost0.03_atr1.9,lost0.04_atr0.1,lost0.04_atr0.2,lost0.04_atr0.3,lost0.04_atr0.4,lost0.04_atr0.5,lost0.04_atr0.6,lost0.04_atr0.7,lost0.04_atr0.8,lost0.04_atr0.9,lost0.04_atr1.0,lost0.04_atr1.1,lost0.04_atr1.2,lost0.04_atr1.3,lost0.04_atr1.4,lost0.04_atr1.5,lost0.04_atr1.6,lost0.04_atr1.7,lost0.04_atr1.8,lost0.04_atr1.9,lost0.05_atr0.1,lost0.05_atr0.2,lost0.05_atr0.3,lost0.05_atr0.4,lost0.05_atr0.5,lost0.05_atr0.6,lost0.05_atr0.7,lost0.05_atr0.8,lost0.05_atr0.9,lost0.05_atr1.0,lost0.05_atr1.1,lost0.05_atr1.2,lost0.05_atr1.3,lost0.05_atr1.4,lost0.05_atr1.5,lost0.05_atr1.6,lost0.05_atr1.7,lost0.05_atr1.8,lost0.05_atr1.9
2016-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-11-30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-12-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2016-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-07,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094,-0.0010477585451124094
2016-12-08,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219,0.008433670466099219
2016-12-09,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976,0.040957486491383976
